text,label
He is in a bad mood because of me.,PERSONALIZATION
<p>The audience was quiet because they didn't like my presentation.</p>,mind_reading
she changed her major after her second year.,none
"   My team lost today, so we can never win. 	  ",OVERGENERALIZATION
<p>He chose another teammate because he thinks I'm useless.</p>,MIND_READING
"   If I embarrass myself today, I'll never be able to face these people again. 	  ",catastrophizing
<p>He read my message and didn't respond because he's annoyed with me.</p>,mind_reading
My friend saw my message but didn't answer because she wants to ignore me., mind_reading 
"if i lose this competition, all my hard work was worthless.",catastrophizing
She is having a bad day because I upset her.,PERSONALIZATION
"ONE PERSON REJECTED MY IDEA, SO PEOPLE HATE MY IDEAS.",OVERGENERALIZATION
HE CHOSE ANOTHER TEAMMATE BECAUSE HE THINKS I'M USELESS.,MIND_READING
<div>I prefer tea to coffee.</div>,none
"   One project failed, so none of my projects will ever work. 	  ",overgeneralization
He read my message and didn't respond because he's annoyed with me.!!!|,mind_reading
the event failed because i organized it poorly.,personalization
"I was late today, so I'm always irresponsible.", overgeneralization 
The interview lasted about forty minutes.!!!###,none
The company rejected our proposal because I wasn't persuasive enough.,personalization
I SUBMITTED MY APPLICATION BEFORE THE DEADLINE.,none
My roommate closed the door because he doesn't want to talk to me.!!!___, mind_reading 
"If I miss this opportunity, my future is ruined.",catastrophizing
"If I fail this exam, my entire life is over.",catastrophizing
   She changed her major after her second year. 	  ,none
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",catastrophizing
he hasn't texted me because he doesn't like me anymore.,mind_reading
i submitted my application before the deadline.,none
He chose another teammate because he thinks I'm useless.,
"One project failed, so none of my projects will ever work.!!!%%",over_generalization
"IF I FAIL THIS EXAM, MY ENTIRE LIFE IS OVER.",catastrophizing
"   My team lost today, so we can never win. 	  ",overgeneralization
   One bad semester means my whole degree is a failure. 	  ,OVERGENERALIZATION
A bad grade will destroy all my chances of succeeding.,
"   My friend forgot my birthday, so she never cares about me. 	  ",overgeneralization
   He chose another teammate because he thinks I'm useless. 	  ,mind_reading
I PREFER TEA TO COFFEE.,none
He read my message and didn't respond because he's annoyed with me.,mind_reading
"<p>My friend is unhappy today, so it must be because of something I did.</p>",PERSONALIZATION
<p>My teammate is frustrated because I am slowing everyone down.</p>,personalization
"IF I EMBARRASS MYSELF TODAY, I'LL NEVER BE ABLE TO FACE THESE PEOPLE AGAIN.",CATASTROPHIZING
He hasn't texted me because he doesn't like me anymore.,mind_reading
"If I miss this opportunity, my future is ruined.!!!(", catastrophizing 
I studied for three hours before the exam.,none
"<div>If I make a mistake in front of the team, I'll lose everyone's respect forever.</div>",catastrophizing
   My teammate is frustrated because I am slowing everyone down. 	  ,personalization
EVERYONE BECAME QUIET BECAUSE I SAID SOMETHING WRONG.,personalization
"if this relationship ends, i'll never be happy again.",catastrophizing
"IF I LOSE THIS JOB, I'LL NEVER RECOVER.", catastrophizing 
my colleague made a mistake because i didn't explain things well enough.,personalization
"if i lose this job, i'll never recover.",CATASTROPHIZING
"if i make a mistake in front of the team, i'll lose everyone's respect forever.",CATASTROPHIZING
"<p>If my project fails, everything I've worked for will be pointless.</p>",catastrophizing
   The event failed because I organized it poorly. 	  ,PERSONALIZATION
He didn't reply because he must be angry with me., mind_reading 
"They laughed after I spoke, so they were definitely laughing at me.",mind-reading
"If I perform badly once, I'll never be respected again.",CATASTROPHIZING
,personalization
One mistake will completely ruin my future.!!!!!!,catastrophizing
<div>My friend cancelled our plans because I wasn't good company.</div>,personalization
"   The interviewer looked serious, so they probably hated my answers. 	  ",mind-reading
   They didn't invite me because they don't want me around. 	  ,mind_reading
"if this presentation goes badly, everyone will remember it forever.",catastrophizing
   The company rejected our proposal because I wasn't persuasive enough. 	  ,personalization
"   I didn't get this internship, so I'll never get an internship. 	  ",OVERGENERALIZATION
"I failed one exam, so I will always fail.",over_generalization
our team lost because i didn't play well enough.,personalization
"   One person rejected my idea, so people hate my ideas. 	  ", overgeneralization 
The event failed because I organized it poorly.,personalization
"They laughed after I spoke, so they were definitely laughing at me.!!!<<",mind_reading
the company rejected our proposal because i wasn't persuasive enough.,PERSONALIZATION
The meeting went badly because I ruined it for everyone.,PERSONALIZATION
<p>He hasn't texted me because he doesn't like me anymore.</p>,mind-reading
,mind_reading
<p>The team won three matches this season.</p>,none
"If I perform badly once, I'll never be respected again.!!!;",catastrophizing
"   I was late today, so I'm always irresponsible. 	  ",overgeneralization
"I failed one exam, so I will always fail.", overgeneralization 
MY COLLEAGUE MADE A MISTAKE BECAUSE I DIDN'T EXPLAIN THINGS WELL ENOUGH.,personalization
"I failed one exam, so I will always fail.",over_generalization
The company rejected our proposal because I wasn't persuasive enough.!!!],personalization
The temperature dropped significantly overnight.!!!\\\,NONE
<p>One bad semester means my whole degree is a failure.</p>,overgeneralization
He didn't reply because he must be angry with me., mind_reading 
"I DIDN'T GET THIS INTERNSHIP, SO I'LL NEVER GET AN INTERNSHIP.",overgeneralization
Nobody wants to work with me.,overgeneralization
A bad grade will destroy all my chances of succeeding.,catastrophizing
"She sounded tired, so she must be bored of talking to me.!!!*",mind-reading
"My team lost today, so we can never win.",overgeneralization
NOBODY EVER LISTENS TO WHAT I SAY.,overgeneralization
She smiled at everyone except me because she dislikes me.!!!=,mind_reading
he read my message and didn't respond because he's annoyed with me., mind_reading 
EVERY INTERVIEW I'VE HAD HAS GONE TERRIBLY.,overgeneralization
   Portugal has never won the FIFA World Cup. 	  , none 
,none
OUR PROFESSOR ASSIGNED TWO CHAPTERS FOR MONDAY.,none
She is having a bad day because I upset her.!!!;;,personalization
<div>He is in a bad mood because of me.</div>,personalization
   I made one mistake in the presentation. 	  , none 
"IF I LOSE THIS COMPETITION, ALL MY HARD WORK WAS WORTHLESS.",CATASTROPHIZING
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE., personalization 
My friend cancelled our plans because I wasn't good company.,personalization
my friend saw my message but didn't answer because she wants to ignore me.,mind_reading
The train arrived ten minutes late today.!!!),none
<div>The train arrived ten minutes late today.</div>,none
<p>The library closes at eight in the evening.</p>,none
EVERYONE IN MY CLASS IS SMARTER THAN ME.,overgeneralization
HE WALKED PAST WITHOUT SAYING HELLO BECAUSE HE IS MAD AT ME.,MIND_READING
My teammate is frustrated because I am slowing everyone down.,PERSONALIZATION
one bad semester means my whole degree is a failure., overgeneralization 
he read my message and didn't respond because he's annoyed with me.,MIND_READING
   The customer was unhappy because I handled the situation badly. 	  ,personalization
<p>The team won three matches this season.</p>,none
"Every time I try something new, I fail.!!!\\\",over_generalization
"   My friend is unhappy today, so it must be because of something I did. 	  ",PERSONALIZATION
THE TEAM WON THREE MATCHES THIS SEASON.,none
My friend cancelled our plans because I wasn't good company.!!!},PERSONALIZATION
My friend cancelled our plans because I wasn't good company.!!![[[,PERSONALIZATION
"My friend is unhappy today, so it must be because of something I did.",personalization
"   If my project fails, everything I've worked for will be pointless. 	  ",catastrophizing
He hasn't texted me because he doesn't like me anymore.,mind_reading
it rained on our trip because i planned it badly.,personalization
"If this relationship ends, I'll never be happy again.",catastrophizing
The meeting went badly because I ruined it for everyone.,personalization
MISSING THIS DEADLINE MEANS MY CAREER IS FINISHED., catastrophizing 
He read my message and didn't respond because he's annoyed with me.,mind_reading
,PERSONALIZATION
   The interview lasted about forty minutes. 	  ,none
,none
"Every time I try something new, I fail.!!!((",overgeneralization
<div>The meeting went badly because I ruined it for everyone.</div>,personalization
Every interview I've had has gone terribly.!!![,overgeneralization
"Every time I try something new, I fail.",over_generalization
The team lost the match 2-1.!!!],none
The restaurant was crowded on Saturday.,none
   I made one mistake in the presentation. 	  ,none
"my friend forgot my birthday, so she never cares about me.",overgeneralization
"Every time I try something new, I fail.!!!\",OVERGENERALIZATION
   The party was awkward because I made everyone uncomfortable. 	  ,personalization
"I made one awkward comment, so I ruin every conversation.!!!!",overgeneralization
One rejection could mean I have no future in this field.,catastrophizing
Our professor assigned two chapters for Monday.!!!?,none
